NR;SYMBOL;ISIN;Company Common Name; Company Market Capitalization ;TRBC Economic Sector Name;TRBC Economic Sector Code;Country ISO Code of Headquarters;Ccy
1457;4091.T;JP3711600001;Nippon Sanso Holdings Corp; 7’054’550’473.90 ;Basic Materials;51;JP;JPY
1458;8227.T;JP3358200008;Shimamura Co Ltd; 2’812’186’754.94 ;Consumer Cyclicals;53;JP;JPY
1459;8418.T;JP3935300008;Yamaguchi Financial Group Inc; 2’529’412’886.63 ;Financials;55;JP;JPY
1460;4118.T;JP3215800008;Kaneka Corp; 2’501’360’420.82 ;Basic Materials;51;JP;JPY
1461;5101.T;JP3955800002;Yokohama Rubber Co Ltd; 3’175’393’182.16 ;Consumer Cyclicals;53;JP;JPY
1462;YAZG.SI;SG1U76934819;Yangzijiang Shipbuilding (Holdings) Ltd; 1’893’718’994.66 ;Industrials;52;CN;SGD
1463;7282.T;JP3634200004;Toyoda Gosei Co Ltd; 2’564’590’730.32 ;Consumer Cyclicals;53;JP;JPY
1464;2670.T;JP3152740001;ABC-Mart Inc; 4’551’030’178.51 ;Consumer Cyclicals;53;JP;JPY
1465;9706.T;JP3699400002;Japan Airport Terminal Co Ltd; 2’919’059’178.31 ;Industrials;52;JP;JPY
1466;0551.HK;BMG988031446;Yue Yuen Industrial (Holdings) Ltd; 5’171’028’129.90 ;Consumer Cyclicals;53;HK;HKD
